name,artists,id_artists,release_year,popularity,duration_minutes,key,mode,explicit,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Kakaiba (feat. Jroa & Skusta Clee),Ex Battalion & John Roa & Skusta Clee,2iB7AJhJmkWkkehY9ccB0j,2016,52,5.046733333,Si,0,0,0.744,0.439,-9.651,0.0802,0.425,0,0.0826,0.237,97.043
Lavender's Blue,Nursery Rhymes 123,47tuSUJMhsa3twW6wgKdIW,2016,61,2.060566667,Re,1,0,0.666,0.229,-14.332,0.0287,0.944,9.04E-05,0.0953,0.361,105.02
Babalik,Flow G & Skusta Clee & Bosx1ne & John Roa,3PDFGpPl4ienSn5Vwisfrh,2016,51,4.431116667,Fa,1,0,0.73,0.593,-8.366,0.0955,0.651,0,0.105,0.542,94.965
Sila - Acoustic,SUD,0jKQrxK2zHqxyOAyIMrUQt,2016,50,5.3268,La,1,0,0.751,0.281,-9.282,0.0429,0.743,0,0.26,0.386,124.89
Kiss n Tell (feat. Skusta Clee),John Roa & Skusta Clee,2U5mF0PZqGu6glnz55yY0y,2016,50,3.926266667,Re(b),1,0,0.703,0.57,-6.755,0.163,0.433,0,0.515,0.745,87.988
To Love Again,Daryl Ong,1vg8YXdgvLLPPeXZkM7g5W,2016,50,4.844683333,La,1,0,0.299,0.36,-6.235,0.0287,0.806,0,0.114,0.19,140.102
Laro,Autotelic,3Hvxz2oZPYuo61ChHKcqQI,2016,49,5.342883333,Do,1,0,0.565,0.829,-2.88,0.0264,0.00211,0.0174,0.156,0.607,139.998
Masaya Ako Sayo (feat. Ms. Yumi),Curse One & Yumi,5ARszAxExBCstgC0cLXK4J,2016,50,3.29325,Do,1,0,0.815,0.704,-8.023,0.0364,0.386,6.98E-05,0.158,0.68,123.015
Kung Siya Man,TJ Monterde,7LvDTuFCBv08xm6u1pOMK0,2016,49,4.57755,Sol,1,0,0.66,0.281,-9.602,0.0294,0.424,0,0.207,0.448,133.886
You'll Be Safe Here,Elmo Magalona,1zwnNOz4ZtdJ5mINqBSds3,2016,49,4.53645,Si,1,0,0.403,0.643,-7.761,0.0573,0.24,0,0.109,0.393,79.853
Ambon,Migz & Maya,2zVUEA9Y4e5gpnALwgNav9,2016,48,4.688033333,Do,1,0,0.545,0.57,-6.854,0.0356,0.425,0,0.112,0.24,159.801
Hawak Kamay,Yeng Constantino,0DnjaQqb436AH1idffI6CQ,2016,49,3.71955,Sol,1,0,0.49,0.371,-7.808,0.0337,0.655,1.18E-05,0.118,0.335,179.848
Having You Near Me,The Breezers,1p03fvHwYbtytsHk7JpT5M,2016,48,4.261633333,Mi(b),1,0,0.598,0.362,-11.301,0.0262,0.662,1.72E-05,0.325,0.257,113.921
Tulad Mo - Acoustic Version,TJ Monterde,7LvDTuFCBv08xm6u1pOMK0,2016,47,4.138666667,Si(b),0,0,0.702,0.312,-9.207,0.0271,0.827,0,0.114,0.703,100.952
Hahahahasula (Kurt's Version),Kurt Fick & Paola San Diego,5owmqj7huSBTrfT3vCwtuG,2016,48,4.54705,Fa,1,0,0.684,0.198,-9.661,0.0385,0.832,0,0.0972,0.478,84.93
Tayo Na Lang,Michael Pangilinan,1t2caVgyabZrVDAlmMGraV,2016,48,3.36355,Si,1,0,0.749,0.602,-6.922,0.0631,0.484,0,0.0897,0.629,133.957
Languyin,Autotelic,3Hvxz2oZPYuo61ChHKcqQI,2016,47,4.404216667,Si,1,0,0.618,0.746,-3.933,0.0361,0.0584,0.000476,0.173,0.6,120
Closer,Ysabelle Cuevas,323nxrsc0C5JSsmlN2srN8,2016,54,2.977783333,La(b),1,0,0.558,0.172,-13.379,0.0513,0.874,0,0.1,0.518,90.146
Youth,Chlara,39rKElzF7q6K4O2flycSEc,2016,48,3.502933333,Re,1,0,0.59,0.261,-9.564,0.0357,0.775,0,0.207,0.583,79.761
Sidekick,Dawin,46GXASE9LHzyssNqKOInUu,2016,48,3.154666667,Sol,1,0,0.95,0.681,-4.326,0.0505,0.0919,0,0.0588,0.783,128.008
Rock a Bye Baby (Instrumental Version),Nursery Rhymes 123,47tuSUJMhsa3twW6wgKdIW,2016,55,1.408233333,Fa,1,0,0.733,0.124,-23.168,0.0793,0.97,0.845,0.1,0.621,90.005
All I Ask,Travis Atreo,58xmt13Xf7RsThzGOM1aKh,2016,52,4.454233333,Do,1,0,0.375,0.264,-6.734,0.0341,0.903,0,0.111,0.29,77.392
Kung Sakali,Michael Pangilinan,1t2caVgyabZrVDAlmMGraV,2016,47,4.182,Si,1,0,0.535,0.544,-5.737,0.0282,0.336,0,0.299,0.22,130.152
quit,LANY,49tQo2QULno7gxHutgccqF,2016,51,3.339066667,Re(b),1,0,0.75,0.631,-6.269,0.0669,0.0403,0,0.0913,0.54,98.04
Tell Me,Ex Battalion,2iB7AJhJmkWkkehY9ccB0j,2016,47,4.995516667,Re,1,0,0.815,0.677,-6.256,0.0614,0.538,0,0.104,0.908,100.019
Ulit Ulit,John Roa,2U5mF0PZqGu6glnz55yY0y,2016,46,3.4472,Do,1,0,0.477,0.705,-7.74,0.0797,0.489,3.49E-05,0.152,0.399,125.306
"yea, babe, no way",LANY,49tQo2QULno7gxHutgccqF,2016,52,3.65735,Do,1,0,0.552,0.669,-5.237,0.0295,0.246,0.00081,0.0684,0.338,155.972
Right Time,Johnoy Danao & Clara Benin,2zFBNsALb4M2FhKl98wcvd,2016,45,5.268883333,Sol(b),1,0,0.639,0.233,-11.923,0.0302,0.912,3.38E-05,0.111,0.368,101.119
Pero Atik Ra,Jacky Chang,4H5Wsa3sUVdJfjk5JI7TFl,2016,46,4.73125,Fa,1,0,0.681,0.153,-9.521,0.0359,0.931,2.51E-06,0.15,0.187,79.947
Middle (Acoustic),M. the Heir Apparent,3CMBFjgMg5fFrXA0fA1L6d,2016,47,3.342283333,La,1,0,0.773,0.453,-11.23,0.0515,0.564,1.30E-05,0.138,0.609,105.971
"On the Wings of Love - From ""On the Wings of Love""",Kyla,2vTbuBRo7ACOZ3JsCnaL7S,2016,45,4.577133333,Re(b),1,0,0.302,0.442,-8.051,0.0483,0.63,1.31E-06,0.114,0.284,136.805
"I'll Never Love This Way Again - From ""Barcelona - A Love Untold""",Jona,7LVPSD4kabI5LiXIVPI8tn,2016,45,4.49655,Mi(b),1,0,0.227,0.246,-10.684,0.0442,0.791,3.61E-06,0.164,0.16,66.14
"I'll Never Love This Way Again - From ""Barcelona - A Love Untold""",Gary Valenciano,0RHiqaoRCsFLPeEuj3OQz4,2016,46,4.032433333,Mi,1,0,0.311,0.267,-9.821,0.0329,0.615,1.56E-05,0.13,0.0826,122.085
How Far I'll Go - Philippines Version,Janella Salvador,5TNuvf8y7Y3QLXsNaIYCYX,2016,44,2.79635,Re(b),0,0,0.478,0.475,-10.022,0.19,0.458,0,0.0729,0.0749,83.379
like you lots,LANY,49tQo2QULno7gxHutgccqF,2016,51,3.308883333,Fa,1,0,0.71,0.72,-6.508,0.037,0.058,0.0103,0.723,0.513,132.001
Lagi Mong Tatandaan,Parokya Ni Edgar,2XHTklRsNMOOQT56Zm3WS4,2016,45,4.385116667,La,1,0,0.476,0.878,-3.676,0.0397,0.0237,1.36E-06,0.35,0.399,94.491
Habulan (feat. Bryan Chong),John Roa & Bryan Chong,2U5mF0PZqGu6glnz55yY0y,2016,45,3.519416667,Mi,1,0,0.534,0.772,-6.282,0.0625,0.652,0,0.16,0.626,83.928
Wala Man Sa'yo Ang Lahat,Myrus,6Obc5iEYyn50uuBHntADnB,2016,46,4.237083333,La,1,0,0.74,0.401,-10.546,0.0274,0.802,0,0.119,0.366,100.985
Aphrodite,The Ridleys,03KZ3tIgA3DSCU4o8PahVG,2016,46,4.090583333,Mi,1,0,0.692,0.556,-7.454,0.0353,0.849,0.0843,0.0871,0.78,113.953
This Time (Original Movie Soundtrack),James Reid & Nadine Lustre,24fEOzlKhgSNLIcy9NdmwH,2016,46,4.903466667,Sol,1,0,0.552,0.491,-7.776,0.0306,0.687,0,0.139,0.222,126.064
Take It Easy,Acdmnd$,6Poadk0ypYVBgNL07PNYVD,2016,45,4.335016667,Sol,1,1,0.711,0.592,-9.915,0.191,0.285,3.30E-05,0.291,0.543,80.059
Beautiful Dreamer,Nursery Rhymes 123,47tuSUJMhsa3twW6wgKdIW,2016,56,3.25705,La(b),1,0,0.454,0.0455,-20.113,0.0385,0.985,0.0013,0.106,0.372,115.605
Hush Little Baby (Instrumental Version),Nursery Rhymes 123,47tuSUJMhsa3twW6wgKdIW,2016,55,2.547766667,Fa,1,0,0.176,0.0823,-19.47,0.0411,0.9,0.983,0.105,0.276,134.875
Kung Sana Lang (feat. 420 Soldierz),Yayoi & 420 Soldierz,7tiYEpNsb7Jgby6NB6jKfh,2016,45,5.94635,Si,1,0,0.766,0.583,-9.284,0.0337,0.315,0,0.275,0.635,119.99
Anima Christi,Jesuit Music Ministry & Edward Opinaldo,1uuFddQffRild1ln1W0u8v,2016,44,2.496883333,Sol,1,0,0.312,0.202,-13.997,0.0284,0.712,0,0.175,0.252,71.514
Ang Tanging Alay Ko,Choir Ng Bayan & Gary Granada,66rv3EzSQVPaAj2G4A7TXe,2016,44,4.497216667,Re,1,0,0.618,0.415,-8.78,0.0263,0.783,1.17E-05,0.147,0.365,73.976
I Came For You - Live,Planetshakers,5A0SFJQSdSjFHGcndiGT1s,2016,48,7.419166667,Mi(b),1,0,0.269,0.611,-8.364,0.0401,0.0342,0.000108,0.227,0.138,152.21
Something I Need - Duet Version,Piolo Pascual & Morissette,2GqX0GnrKdi6Z2X2OReYOK,2016,45,4.094266667,Sol,1,0,0.72,0.56,-6.641,0.0319,0.493,0,0.249,0.261,98.931
Girls and Boys Come out to Play,Nursery Rhymes 123,47tuSUJMhsa3twW6wgKdIW,2016,55,1.8487,Do,1,0,0.749,0.16,-16.838,0.0374,0.983,3.70E-05,0.104,0.177,110.04
Paasa - T.A.N.G.A.,Yeng Constantino,0DnjaQqb436AH1idffI6CQ,2016,45,3.987116667,Do,0,0,0.74,0.604,-5.245,0.103,0.423,1.75E-06,0.243,0.323,140.065
You Are My Sunshine (Instrumental Version),Nursery Rhymes 123,47tuSUJMhsa3twW6wgKdIW,2016,55,2.267466667,Do,1,0,0.553,0.219,-18.766,0.0333,0.953,0.596,0.112,0.354,149.636
Balewala,Loonie,552jNI1kUtB1FPRZFliQxc,2016,44,5.195883333,La,1,0,0.72,0.874,-5.111,0.118,0.527,1.69E-05,0.29,0.641,97.007
Lavender's Blue (Instrumental Version),Nursery Rhymes 123,47tuSUJMhsa3twW6wgKdIW,2016,53,2.060566667,Re,1,0,0.662,0.233,-17.73,0.0382,0.94,0.877,0.11,0.424,105.02
Katawaredoki,RADWIMPS,1EowJ1WwkMzkCkRomFhui7,2016,58,2.833783333,Fa,1,0,0.548,0.0956,-14.196,0.0468,0.964,0.905,0.0933,0.22,129.933
Where Do Broken Hearts Go,Sheryn Regis,32PL3PLStRsft4ArQ3hWZG,2016,45,4.119066667,Re,1,0,0.583,0.333,-9.997,0.034,0.757,0,0.145,0.345,124.05
Inside Out,The Chainsmokers & Charlee,69GGBxA162lTqCwzJG5jLp,2016,57,3.896216667,Sol,0,0,0.545,0.65,-5.853,0.0315,0.00308,7.98E-06,0.122,0.121,143.937
Kakaiba (feat. Skusta Clee),Flow G & Bosx1ne & John Roa & Skusta Clee,3PDFGpPl4ienSn5Vwisfrh,2016,43,5.046733333,Si,0,0,0.744,0.439,-9.651,0.0802,0.425,0,0.0826,0.237,97.043
Ikaw At Ako Pa Rin,TJ Monterde & KZ Tandingan,7LvDTuFCBv08xm6u1pOMK0,2016,43,3.294216667,Sol(b),1,0,0.678,0.502,-8.907,0.0372,0.65,8.27E-05,0.128,0.634,95.966
Settled,The Ransom Collective,5TPt1cZ847Fr9CWd9vAm7s,2016,42,4.97985,La,1,0,0.639,0.81,-6.677,0.0435,0.0292,0,0.113,0.48,135.035
On the Wings of Love,James Reid & Nadine Lustre,24fEOzlKhgSNLIcy9NdmwH,2016,44,4.1672,Mi(b),1,0,0.52,0.353,-11.204,0.0284,0.576,0.000114,0.117,0.11,123.942
Are You Sleeping? / Frere Jacques (Instrumental Version),Nursery Rhymes 123,47tuSUJMhsa3twW6wgKdIW,2016,54,2.04595,Si(b),1,0,0.323,0.0519,-21.094,0.0408,0.971,0.923,0.141,0.117,62.341
WHERE THE HELL ARE MY FRIENDS,LANY,49tQo2QULno7gxHutgccqF,2016,45,3.603,Do,1,0,0.725,0.803,-3.797,0.0359,0.0784,0.000382,0.109,0.465,128.004
Where My Love Goes,Lawson,2Ah7S4oLgEBYRbz2V0cZzU,2016,50,3.703116667,Re,1,0,0.563,0.785,-4.434,0.0378,0.0334,0,0.369,0.384,160.045
Fuck Buddy (feat. Skusta Clee),Bosx1ne & Skusta Clee,3xbpJdoJDLAfYn3ZeLlukg,2016,43,3.92655,Mi,1,1,0.701,0.559,-8.412,0.0855,0.698,0,0.0727,0.67,142.098
"Baby I Love Your Way - From ""The Third Party""",Morissette & Harana,62WbvkXqQGvXQvw74GU3kQ,2016,44,3.9,Re(b),0,0,0.593,0.838,-3.583,0.0425,0.293,0,0.303,0.658,79.998
Beautiful Dreamer (Instrumental Version),Nursery Rhymes 123,47tuSUJMhsa3twW6wgKdIW,2016,53,1.503566667,La(b),1,0,0.603,0.0518,-27.39,0.0609,0.972,0.95,0.116,0.538,114.879
Parang Tayo Pero Hindi,Michael Pangilinan & Angeline Quinto,1t2caVgyabZrVDAlmMGraV,2016,43,3.744883333,Do,1,0,0.535,0.409,-7.441,0.0305,0.704,0,0.231,0.215,127.854
1 To 10,TWICE,7n2Ycct7Beij7Dj7meI4X0,2016,51,2.92,Re(b),0,0,0.621,0.839,-3.509,0.271,0.109,0,0.167,0.701,88.497
Row Row Row Your Boat (Instrumental Version),Nursery Rhymes 123,47tuSUJMhsa3twW6wgKdIW,2016,53,2.164466667,Si(b),1,0,0.57,0.138,-20.34,0.0335,0.898,0.866,0.104,0.347,119.895
"Don't Know What to Do, Don't Know What to Say",Erik Santos,7ygtjsCTrCQZAYYPOne9uE,2016,43,3.5,Si(b),0,0,0.492,0.439,-10.544,0.0298,0.782,0.000755,0.11,0.375,119.928
Girls and Boys Come out to Play (Instrumental Version),Nursery Rhymes 123,47tuSUJMhsa3twW6wgKdIW,2016,53,1.8487,Fa,1,0,0.526,0.144,-18.629,0.0521,0.992,0.952,0.11,0.108,219.827
Sleepy Head (Piano Instrumental),Nursery Rhymes 123,47tuSUJMhsa3twW6wgKdIW,2016,54,1.63415,Mi,1,0,0.451,0.00824,-30.659,0.0627,0.993,0.953,0.0905,0.328,68.057
Drifting Away (Piano Instrumental),Nursery Rhymes 123,47tuSUJMhsa3twW6wgKdIW,2016,54,2.002816667,Do,1,0,0.4,0.0068,-31.918,0.079,0.995,0.955,0.113,0.246,69.66
You&I,Kim Jong Wan,7ksQJtsXSRSrI5306UwIgH,2016,50,3.59755,Sol,1,0,0.637,0.568,-5.488,0.0261,0.402,0.00122,0.159,0.196,129.954
Soothe the Soul (Piano Instrumental),Nursery Rhymes 123,47tuSUJMhsa3twW6wgKdIW,2016,53,1.472166667,Sol,1,0,0.619,0.00904,-31.013,0.04,0.996,0.95,0.132,0.682,70.535
Shout Out to My Ex - Acoustic,Little Mix,3e7awlrlDSwF3iM0WBjGMp,2016,51,4.11,Fa,1,0,0.649,0.483,-5.163,0.0354,0.418,0,0.0678,0.49,125.84
One Dance (Cover),John Roa,2U5mF0PZqGu6glnz55yY0y,2016,42,1.723533333,La(b),1,0,0.785,0.676,-8.341,0.157,0.37,0.00012,0.0934,0.602,104.045
Will You Marry Me,Once Jameson,1kmxV7UkbvBRJsBOnhnW0C,2016,54,3.734133333,Sol,1,0,0.533,0.746,-5.147,0.0324,0.0173,0,0.381,0.409,104.654
Perfect Strangers - Acoustic,Jonas Blue & JP Cooper,1HBjj22wzbscIZ9sEb5dyf,2016,55,3.186766667,Do,1,0,0.607,0.669,-4.443,0.0384,0.752,0,0.105,0.578,115.682
Behold (Then Sings My Soul),Hillsong Worship,3SgHzT552wy2W8pNLaLk24,2016,52,6.76955,Si,1,0,0.365,0.458,-8.138,0.0311,0.0576,0,0.302,0.114,73.991
Be My Last (Jt Remix),John Roa,2U5mF0PZqGu6glnz55yY0y,2016,41,3.0276,Sol,1,0,0.664,0.663,-6.493,0.256,0.0962,1.39E-05,0.104,0.171,102.082
Jelly Jelly,TWICE,7n2Ycct7Beij7Dj7meI4X0,2016,49,3.51045,La,1,0,0.705,0.889,-1.258,0.13,0.115,6.43E-06,0.325,0.884,163.936
Sa Hindi Pag-Alala,Munimuni,4eKq7eArL96wSQjaaMg9Ic,2017,56,4.144583333,Mi,1,0,0.631,0.364,-10.811,0.042,0.0405,1.61E-05,0.0859,0.29,135.205
ILYSB,Chlara,39rKElzF7q6K4O2flycSEc,2017,56,3.897083333,Sol,1,0,0.39,0.207,-12.147,0.0371,0.759,0,0.095,0.391,91.025
Eroplanong Papel,December Avenue,4qFxP3qN9GsnZDOkAE6x2m,2017,55,5.064666667,Do,1,0,0.471,0.647,-3.549,0.0347,0.00753,0,0.111,0.15,138.998
Sa'yo,Munimuni,4eKq7eArL96wSQjaaMg9Ic,2017,54,5.8741,Fa,1,0,0.373,0.176,-11.251,0.0443,0.816,0.000298,0.143,0.147,77.434
Unti-Unti,Up Dharma Down,3wbCeEPAW6po7J46netxMT,2017,54,4.730433333,Re,1,0,0.629,0.38,-8.072,0.0323,0.186,0.000407,0.0338,0.655,155.97
Pahinga,Al James,2G7VQ1kVhVfNagytlousgm,2017,54,3.726416667,Si,0,1,0.785,0.647,-6.577,0.0785,0.722,5.03E-05,0.102,0.505,106.072
"Come with Me (feat. Bosx1ne, Flow-G, King Badger & Jroa)",Ex Battalion & Bosx1ne & Flow G & King Badger & John Roa,2iB7AJhJmkWkkehY9ccB0j,2017,54,5.676766667,Do,1,0,0.555,0.448,-9.133,0.363,0.527,3.65E-05,0.0497,0.749,65.757
Say You Won’t Let Go,Chlara,39rKElzF7q6K4O2flycSEc,2017,55,4.366416667,Re(b),1,0,0.461,0.293,-9,0.0496,0.839,0,0.118,0.415,153.521
Hey Barbara,IV Of Spades,4k9wp4ipHdA1bu1T4x1ZTG,2017,53,3.87935,Si(b),1,0,0.836,0.531,-8.871,0.0584,0.217,5.43E-05,0.074,0.965,124.007
Time After Time,Boyce Avenue & Megan Davies & Jaclyn Davies,7CQwac16i1W5ej8YpuL3dv,2017,60,3.704166667,La(b),1,0,0.313,0.321,-8.713,0.0352,0.746,0,0.0948,0.244,53.845
Mau,Shanti Dope,6ogIjp0fsbUxlqy9q2rvrT,2017,53,4.450216667,Mi,0,0,0.825,0.76,-5.286,0.0352,0.154,0.000346,0.079,0.537,125.069
Shantidope,Shanti Dope & Gloc 9,6ogIjp0fsbUxlqy9q2rvrT,2017,53,3.519116667,Re(b),1,0,0.723,0.639,-6.469,0.197,0.199,0,0.089,0.655,148.999
I Like Me Better,Ysabelle Cuevas,323nxrsc0C5JSsmlN2srN8,2017,58,3.161233333,Si(b),1,0,0.449,0.209,-14.494,0.0896,0.896,0,0.156,0.431,93.618
Shinobi,Just Hush,3KovZIDNYgQY8chiNZo2ZF,2017,52,3.590666667,Do,1,0,0.702,0.349,-7.993,0.0376,0.182,1.79E-06,0.172,0.356,85.976
Isang Araw,Kaye Cal,0xNog7ZdcTq9sJFiIXJJTH,2017,51,4.79,Mi,1,0,0.466,0.342,-8.191,0.03,0.613,0,0.124,0.21,135.616
Materyal,Shanti Dope,6ogIjp0fsbUxlqy9q2rvrT,2017,51,4.116,La(b),0,0,0.781,0.719,-5.163,0.0772,0.162,0.000614,0.0965,0.803,88.999
Di Ako Fuckboy (feat. Agsunta),John Roa & Emcee Rhenn & Agsunta,2U5mF0PZqGu6glnz55yY0y,2017,52,4.518733333,Sol,1,1,0.641,0.381,-12.189,0.0431,0.809,0,0.201,0.536,91.052
Kung Ako Na Lang Sana,Kaye Cal & Maya & Michael Pangilinan,0xNog7ZdcTq9sJFiIXJJTH,2017,51,4.752,La,1,0,0.596,0.411,-7.669,0.0292,0.592,0,0.274,0.207,123.885
"Closer You and I - From ""Loving in Tandem""",Michael Pangilinan & Marion Aunor,1t2caVgyabZrVDAlmMGraV,2017,50,3.2678,Do,1,0,0.207,0.535,-6.82,0.0414,0.201,0,0.336,0.264,199.909
"Where Have You Been, My Disco?",IV Of Spades,4k9wp4ipHdA1bu1T4x1ZTG,2017,50,3.6298,Si(b),0,0,0.848,0.637,-6.831,0.0422,0.15,1.13E-05,0.146,0.912,120.004
You,Jona,7LVPSD4kabI5LiXIVPI8tn,2017,50,4.442666667,La,1,0,0.319,0.411,-7.171,0.0321,0.288,0,0.0914,0.142,138.997
"Remember Me - From ""Coco""",Inigo Pascual,0XOSmu9Qn1agQULUVe0dAK,2017,50,2.78245,Sol,1,0,0.583,0.594,-4.848,0.04,0.552,0,0.362,0.472,84.95
My Morena Girl,Hey Joe Show,1vvD9XGQVmNtKsyPW7TFcZ,2017,50,3.972,Re(b),1,0,0.768,0.374,-11.811,0.0367,0.442,0.00061,0.114,0.617,125.039
More Than Words,Joseph Vincent,40JlNF1w2OiSOyj1nC4y0I,2017,55,3.740983333,Sol(b),1,0,0.676,0.133,-9.667,0.0325,0.867,0,0.122,0.215,96.963
Iafls,CLR,6vCnF48qqPHgVMBEvcbgkU,2017,49,4.251,Si(b),1,1,0.715,0.44,-9.488,0.193,0.639,0,0.114,0.636,81.007
Pretty Girl - Acoustic Version,Becca Adams,40ip5fLaAm6psgM7bUiSGb,2017,58,3.0138,La(b),1,0,0.489,0.25,-11.975,0.0335,0.925,0,0.126,0.435,175.901
Rose-Colored Boy,Paramore,74XFHRwlV6OrjEM0A2NCMF,2017,65,3.54755,Fa,1,0,0.768,0.826,-4.904,0.0335,0.00199,0.000374,0.031,0.926,114.997
Istorya,The Juans,1YlibpAvhJBbMZMBwN1KGv,2017,48,4.223366667,Re(b),1,0,0.505,0.395,-7.286,0.029,0.375,0,0.107,0.135,75.999
The Breakup,LANY,49tQo2QULno7gxHutgccqF,2017,55,3.944883333,Re(b),1,0,0.554,0.718,-5.361,0.0857,0.105,0.0601,0.293,0.562,116.086
Beautiful Love,Victory Worship & Joe Ramos,11s9ltUDAuDJaDJLJl0vUP,2017,48,4.589566667,Si,1,0,0.398,0.45,-6.838,0.0295,0.259,0,0.114,0.214,68.112
Fallin',December Avenue & Clara Benin,4qFxP3qN9GsnZDOkAE6x2m,2017,48,4.180216667,Sol(b),0,0,0.312,0.785,-3.379,0.0317,0.0378,0,0.35,0.438,83.564
Norem,Shanti Dope & Gloc 9 & Abaddon & JKris,6ogIjp0fsbUxlqy9q2rvrT,2017,48,4.739783333,La,0,0,0.682,0.808,-7.301,0.0428,0.045,1.35E-06,0.109,0.464,148.051
Pag-Ibig Na Kaya,Christian Bautista & Rachelle Ann Go,4U78sK2D3zASSB6oSR38GQ,2017,48,4.363366667,Fa,1,0,0.572,0.531,-6.454,0.027,0.312,0,0.147,0.468,82.843
"Balisong (Theme Song of the Movie ""100 Tula Para Kay Stella"")",The Juans,1YlibpAvhJBbMZMBwN1KGv,2017,47,3.81725,La,1,0,0.337,0.494,-4.607,0.0307,0.327,0,0.135,0.228,158.194
Insomnia,Craig David,2JyWXPbkqI5ZJa3gwqVa0c,2017,57,3.455116667,Re(b),1,0,0.62,0.884,-4.127,0.0441,0.00595,1.10E-06,0.201,0.594,125.39
Game of Questions,I Belong to the Zoo,7tKpXx21KVUOR6vvDs6xtg,2017,47,5.517866667,Sol,1,0,0.35,0.321,-8.316,0.0289,0.856,0,0.0969,0.24,96.686
Kahit Kunwari,TJ Monterde,7LvDTuFCBv08xm6u1pOMK0,2017,47,4.347783333,Sol,1,0,0.586,0.24,-8.603,0.0296,0.84,2.96E-06,0.0897,0.237,121.95
Maghihintay Ako,Jona,7LVPSD4kabI5LiXIVPI8tn,2017,48,3.798216667,La,1,0,0.46,0.62,-5.545,0.0333,0.591,0,0.11,0.273,170.067
Hope You Do,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,2017,60,4.697933333,Si,0,1,0.67,0.531,-7.294,0.0629,0.0366,0,0.132,0.186,100.006
Yellow,Kina Grannis,7h4j9YTJJuAHzLCc3KCvYu,2017,55,3.225616667,Do,1,0,0.623,0.132,-13.668,0.035,0.893,0,0.217,0.266,82.105
Fake Happy,Paramore,74XFHRwlV6OrjEM0A2NCMF,2017,63,3.92845,Sol,1,0,0.734,0.626,-5.685,0.0458,0.076,6.54E-06,0.168,0.44,98.559
Kahit Maputi Na Ang Buhok Ko,Joseph Vincent,40JlNF1w2OiSOyj1nC4y0I,2017,50,2.191666667,Fa,1,0,0.859,0.112,-16.635,0.0407,0.92,0.00187,0.105,0.422,105.045
Kalmado,Kris Delano & AMK & Mstryo,4MX8TDXjG2zLcfaaYtDMJC,2017,47,3.5004,Do,0,1,0.675,0.422,-8.663,0.469,0.575,7.53E-06,0.121,0.726,175.996
Mama - Acoustic,Jonas Blue & William Singe,1HBjj22wzbscIZ9sEb5dyf,2017,58,3.204616667,Si(b),0,0,0.463,0.367,-5.881,0.0686,0.769,0,0.0782,0.577,87.689
New Year’s Day,Taylor Swift,06HL4z0CvFAxyc27GXpf02,2017,66,3.92445,Do,1,0,0.661,0.151,-12.864,0.0354,0.921,0,0.13,0.23,94.922
Can I Be Him - Acoustic Live Version,James Arthur,4IWBUUAFIplrNtaOHcJPRM,2017,62,5.086,La,1,0,0.483,0.248,-9.368,0.0502,0.91,0,0.713,0.415,98.136
Stay,Missy & Blonde & Isabella Celander,2XpEZIV9uuJY6pdhKAbuBh,2017,57,2.97005,Si,0,0,0.37,0.318,-6.524,0.0339,0.766,0,0.307,0.47,173.521
Ears and Rhymes,December Avenue,4qFxP3qN9GsnZDOkAE6x2m,2017,46,3.272,Si(b),1,0,0.49,0.545,-4.497,0.027,0.0267,0,0.0778,0.178,138.008
She Wanna Fuck,Bugoy Na Koykoy & Ives Presko,1Hcbuz175YJT1vMX4DnS6E,2017,47,3.857416667,Do,1,1,0.817,0.721,-6.472,0.323,0.0677,0,0.614,0.693,139.971
It Was Love,LANY,49tQo2QULno7gxHutgccqF,2017,51,3.805033333,Si(b),1,0,0.439,0.721,-7.017,0.0777,0.0265,0.000113,0.0853,0.438,137.987
Malayo Na Tayo,Silent Sanctuary,4nGp682WMiKS4X217kPw8C,2017,46,3.985716667,La,1,0,0.461,0.319,-9.085,0.0259,0.38,0,0.257,0.438,157.927
This Is Why We Can't Have Nice Things,Taylor Swift,06HL4z0CvFAxyc27GXpf02,2017,67,3.452216667,Fa,1,0,0.567,0.789,-5.986,0.115,0.0156,0,0.382,0.438,163.96
"I Just Fall in Love Again - From ""Finally Found Someone""",Sarah Geronimo,6aiCKnIN68hohzU3ZzNq48,2017,47,3.635116667,Do,1,0,0.464,0.434,-6.702,0.0276,0.659,0,0.0971,0.157,72.396
On Top,James Reid & Sam Concepcion & Bret Jackson,24fEOzlKhgSNLIcy9NdmwH,2017,48,4.678566667,Si,0,0,0.74,0.694,-5.852,0.0396,0.259,0,0.499,0.293,111.944
Does She Know,Kiana V & Curtismith,1DZGAZcaTA32eLJELEsjXY,2017,47,3.85965,Re(b),1,0,0.746,0.644,-7.498,0.209,0.154,0,0.0923,0.668,114.113
I'll Be Watching You,December Avenue,4qFxP3qN9GsnZDOkAE6x2m,2017,46,4.519333333,La,1,0,0.515,0.541,-4.518,0.0293,0.0623,0,0.11,0.279,132.13
Magkaibigan O Magka-Ibigan,Coeli,1UinZrIrCaV8JER0SrAaxO,2017,46,5.838416667,La,1,0,0.523,0.263,-6.069,0.0297,0.735,0.000397,0.283,0.214,111.956
