name,artists,id_artists,release_year,popularity,duration_minutes,key,mode,explicit,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Ogarek,Mazowsze,1e8yvNz0bQq8RdTC2i9Zwk,1965,10,1.847233333,Do,1,0,0.533,0.259,-14.828,0.113,0.919,1.67E-05,0.207,0.408,183.493
Polonez warszawski,Mazowsze,1e8yvNz0bQq8RdTC2i9Zwk,1965,10,2.70145,Mi,0,0,0.424,0.213,-15.672,0.0301,0.992,0.00153,0.16,0.345,92.268
Nie wiem czy to warto,Katarzyna Sobczyk & Czerwono Czarni,4BpI2cqx4jw4DO8QfezanF,1965,9,3.052883333,Re,0,0,0.391,0.312,-10.052,0.0554,0.554,0,0.0706,0.289,80.786
Krakowiaczek,Mazowsze,1e8yvNz0bQq8RdTC2i9Zwk,1965,8,3.527966667,Fa,1,0,0.555,0.185,-16.861,0.0904,0.972,0.000324,0.155,0.685,127.034
Postscriptum,Andrzej Trzaskowski Quintet,0VTeBYW3ZrQPnFVuO0spvE,1965,7,2.893783333,Fa,0,0,0.389,0.122,-22.275,0.034,0.881,0.133,0.119,0.221,102.852
Polka tramblanka,Mazowsze,1e8yvNz0bQq8RdTC2i9Zwk,1965,8,1.911516667,Re,1,0,0.623,0.394,-13.577,0.0559,0.985,4.95E-05,0.171,0.825,146.332
Requiem dla Scotta La Faro,Andrzej Trzaskowski Quintet,0VTeBYW3ZrQPnFVuO0spvE,1965,7,2.88,Mi,0,0,0.397,0.00521,-20.528,0.0558,0.974,0.0443,0.162,0.228,168.697
Zaloty,Mazowsze,1e8yvNz0bQq8RdTC2i9Zwk,1965,8,1.92115,Sol,1,0,0.511,0.337,-16.208,0.055,0.992,0,0.885,0.909,178.187
Warsaw Ragtime No. 1,Warsaw Stompers,1B39m1vC900kCq6AtVgz9k,1965,7,3.57955,Sol,0,0,0.71,0.6,-10.365,0.0366,0.72,0.000191,0.0949,0.884,119.855
Ballada z silverowską kadencją,Andrzej Trzaskowski Quintet,0VTeBYW3ZrQPnFVuO0spvE,1965,7,1.783116667,Sol,0,0,0.471,0.0737,-21.593,0.0414,0.828,0.175,0.108,0.182,98.774
To i hola,Mazowsze,1e8yvNz0bQq8RdTC2i9Zwk,1965,8,3.121666667,Re(b),1,0,0.645,0.115,-14.241,0.0374,0.939,0.000443,0.105,0.3,60.131
Muzyczka,Mazowsze,1e8yvNz0bQq8RdTC2i9Zwk,1965,7,4.64065,Do,1,0,0.387,0.113,-19.418,0.102,0.991,6.68E-06,0.0663,0.423,76.251
Świniorz: przyśpiewki wielkopolskie,Mazowsze,1e8yvNz0bQq8RdTC2i9Zwk,1965,7,5.43465,Mi(b),1,0,0.332,0.141,-16.78,0.0399,0.956,0.000296,0.226,0.404,143.742
Do slubu Marysiu,Mazowsze,1e8yvNz0bQq8RdTC2i9Zwk,1965,7,1.811433333,Do,1,0,0.434,0.201,-15.843,0.0724,0.971,4.63E-06,0.624,0.402,169.281
Przyśpiewki żywieckie,Mazowsze,1e8yvNz0bQq8RdTC2i9Zwk,1965,7,4.809733333,Do,1,0,0.512,0.131,-18.093,0.0471,0.983,5.19E-05,0.441,0.503,129.503
A czemu zes nie przyszedl?,Mazowsze,1e8yvNz0bQq8RdTC2i9Zwk,1965,7,1.8401,Re,1,0,0.593,0.16,-18.554,0.112,0.988,0.00539,0.11,0.518,100.708
Furman,Mazowsze,1e8yvNz0bQq8RdTC2i9Zwk,1965,8,3.725816667,Re,1,0,0.758,0.274,-15.476,0.0659,0.868,3.34E-06,0.676,0.827,98.246
Sinobrody,Andrzej Trzaskowski Quintet,0VTeBYW3ZrQPnFVuO0spvE,1965,5,10.53821667,La(b),1,0,0.491,0.386,-13.703,0.0534,0.544,0.0322,0.119,0.381,125.17
Laura i Filon,Mazowsze,1e8yvNz0bQq8RdTC2i9Zwk,1965,6,3.880616667,La,1,0,0.204,0.138,-18.222,0.0349,0.973,3.78E-05,0.076,0.147,91.972
Cyraneczka,Mazowsze,1e8yvNz0bQq8RdTC2i9Zwk,1965,9,2.24425,La,0,0,0.269,0.111,-18.169,0.0387,0.982,0.000104,0.0933,0.362,180.732
"Wash, wash-ska",Alibabki & Tajfuny,4lF2POOEo17fmMOjxSRZD2,1965,5,2.21825,Sol,1,0,0.735,0.658,-13.67,0.315,0.814,0,0.359,0.672,142.136
Bluesragtime No. 2,Warsaw Stompers,1B39m1vC900kCq6AtVgz9k,1965,5,2.33845,Re,0,0,0.432,0.556,-15.237,0.0353,0.928,0.914,0.0693,0.865,128.036
"Wariacje na temat ""Chmiela""",Andrzej Trzaskowski Quintet,0VTeBYW3ZrQPnFVuO0spvE,1965,5,11.16821667,Re,0,0,0.41,0.643,-13.357,0.0678,0.4,0.0148,0.0697,0.299,82.094
Dziura w desce,Mazowsze,1e8yvNz0bQq8RdTC2i9Zwk,1965,7,2.377316667,La,1,0,0.497,0.174,-17.849,0.0327,0.978,0,0.594,0.597,98.091
Dykcja dla wszystkich,Alibabki & Tajfuny,4lF2POOEo17fmMOjxSRZD2,1965,5,2.423233333,Mi(b),1,0,0.757,0.51,-12.418,0.275,0.726,0,0.248,0.963,139.334
Już nie twist,Alibabki & Tajfuny,4lF2POOEo17fmMOjxSRZD2,1965,4,2.93175,Sol,1,0,0.635,0.481,-13.344,0.0788,0.644,0,0.169,0.828,145.663
Co ja myślę,Mazowsze,1e8yvNz0bQq8RdTC2i9Zwk,1965,6,2.201283333,Si,0,0,0.741,0.269,-15.569,0.0775,0.95,0,0.554,0.929,118.86
Kawaliry,Mazowsze,1e8yvNz0bQq8RdTC2i9Zwk,1965,6,2.821483333,Sol,1,0,0.467,0.0745,-16.315,0.0374,0.989,3.47E-05,0.0657,0.449,129.306
Roztańczony kundel,Warsaw Stompers,1B39m1vC900kCq6AtVgz9k,1965,5,3.15845,Si(b),1,0,0.584,0.417,-9.657,0.059,0.67,0.343,0.0556,0.962,108.841
Zabawny charleston,Warsaw Stompers,1B39m1vC900kCq6AtVgz9k,1965,4,2.97445,Si(b),1,0,0.619,0.592,-9.642,0.0563,0.246,0.11,0.0572,0.965,127.382
Melba Rag,Warsaw Stompers,1B39m1vC900kCq6AtVgz9k,1965,5,3.634666667,Mi(b),1,0,0.451,0.632,-9.41,0.0668,0.485,0.325,0.303,0.968,193.418
Trudno,Mazowsze,1e8yvNz0bQq8RdTC2i9Zwk,1965,6,2.052883333,Do,0,0,0.554,0.189,-15.127,0.0485,0.968,8.64E-06,0.131,0.301,67.152
Przepióreczka,Mazowsze,1e8yvNz0bQq8RdTC2i9Zwk,1965,5,2.650416667,Sol,1,0,0.623,0.316,-14.411,0.0549,0.903,2.92E-05,0.184,0.835,157.352
Echo-ska,Alibabki & Tajfuny,4lF2POOEo17fmMOjxSRZD2,1965,4,2.244266667,Sol,1,0,0.629,0.372,-13.153,0.0514,0.741,0,0.0855,0.741,140.935
Zorba o Grego,Conjunto La Tropicana,36NaWvHWrJ0O2NxIVXDVws,1965,6,3.00045,Sol,1,0,0.57,0.126,-17.533,0.117,0.937,0.902,0.113,0.295,142.303
Marzenie misia,Warsaw Stompers,1B39m1vC900kCq6AtVgz9k,1965,4,2.914,Mi(b),1,0,0.41,0.394,-10.432,0.04,0.632,0.241,0.145,0.621,83.201
O dzieki ci przeszlosci,Mazowsze,1e8yvNz0bQq8RdTC2i9Zwk,1965,6,2.923633333,Mi(b),1,0,0.332,0.0987,-16.595,0.0394,0.979,0,0.353,0.301,174.889
Mazowsze,Mazowsze,1e8yvNz0bQq8RdTC2i9Zwk,1965,5,2.66505,Sol,0,0,0.411,0.15,-17.364,0.0465,0.953,0,0.0955,0.187,82.679
Bandoska,Mazowsze,1e8yvNz0bQq8RdTC2i9Zwk,1965,5,4.546233333,Re,0,0,0.178,0.0903,-21.536,0.0585,0.978,3.65E-06,0.0986,0.052,62.912
Pluszowe niedźwiadki,Czerwone Gitary,4wck1fvaBpmJNFaeDT1Laa,1965,3,2.51625,Sol,1,0,0.52,0.715,-9.642,0.045,0.535,0,0.114,0.763,91.064
Kas Bil Rag,Warsaw Stompers,1B39m1vC900kCq6AtVgz9k,1965,4,3.472883333,Si,1,0,0.625,0.511,-10.626,0.05,0.248,0.00256,0.0879,0.912,123.567
W kadzidlańskim boru,Mazowsze,1e8yvNz0bQq8RdTC2i9Zwk,1965,5,2.29195,La,0,0,0.347,0.156,-15.909,0.0427,0.981,0,0.126,0.484,184.677
Czarny ląd,Warsaw Stompers,1B39m1vC900kCq6AtVgz9k,1965,4,3.307116667,Re(b),1,0,0.48,0.393,-12.236,0.107,0.423,0.00271,0.109,0.754,185.367
"Ej, przeleciał ptaszek",Warsaw Stompers,1B39m1vC900kCq6AtVgz9k,1965,4,3.23045,Re,0,0,0.407,0.467,-9.352,0.0414,0.466,0.00161,0.358,0.924,125.201
Powracająca melodyjka,Krystyna Konarska,6L3Oz2Otiw2Vhz8bVhY7oH,1965,3,2.956416667,La(b),1,0,0.543,0.443,-8.756,0.0299,0.397,0,0.139,0.719,135.671
Upał,Warsaw Stompers,1B39m1vC900kCq6AtVgz9k,1965,3,3.257116667,Fa,0,0,0.576,0.404,-10.897,0.0403,0.338,0.152,0.294,0.861,162.199
Sestriere - finale,Ennio Morricone,1nIUhcKHnK6iyumRyoV68C,1965,3,2.471116667,Fa,0,0,0.338,0.718,-0.438,0.0371,0.88,0.143,0.238,0.302,121.572
Zwykły żart,Katarzyna Sobczyk & Czerwono Czarni,4BpI2cqx4jw4DO8QfezanF,1965,3,3.92045,Si(b),0,0,0.388,0.342,-8.667,0.0305,0.651,2.18E-06,0.272,0.278,95.096
Rozbawiony klarnet,Warsaw Stompers,1B39m1vC900kCq6AtVgz9k,1965,3,2.786216667,La(b),1,0,0.656,0.539,-10.322,0.14,0.314,0.0286,0.284,0.898,107.548
Krótki list,Katarzyna Sobczyk & Czerwono Czarni,4BpI2cqx4jw4DO8QfezanF,1965,3,2.08445,Sol,1,0,0.649,0.62,-7.547,0.0617,0.609,0,0.125,0.895,150.214
Motywy góralskie,Old Timers,5Ms7SNsx9hmqCFdZov8MY3,1965,4,3.196666667,Re,0,0,0.476,0.562,-8.8,0.0463,0.679,0.00158,0.165,0.879,149.551
Licz do stu,Czerwone Gitary,4wck1fvaBpmJNFaeDT1Laa,1965,2,2.3355,Mi,1,0,0.443,0.891,-7.176,0.0448,0.677,8.38E-05,0.26,0.857,133.742
Nucę sobie,Katarzyna Sobczyk,4BpI2cqx4jw4DO8QfezanF,1965,3,2.94955,Re,1,0,0.593,0.542,-8.917,0.115,0.622,0,0.155,0.719,151.753
Madras,Warsaw Stompers,1B39m1vC900kCq6AtVgz9k,1965,3,3.345783333,Fa,0,0,0.406,0.444,-11.02,0.154,0.562,0.00255,0.271,0.817,175.026
Starzyk,Warsaw Stompers,1B39m1vC900kCq6AtVgz9k,1965,3,3.363116667,Fa,0,0,0.462,0.414,-9.956,0.0599,0.593,0.00849,0.0579,0.717,115.995
Kazda milosc jest pierwsza,Irena Santor,0z300uEtGh3BdYBC3vpnPW,1965,2,5.19755,Fa,1,0,0.326,0.327,-10.114,0.0367,0.762,0,0.299,0.219,103.52
Nature Boy,John Coltrane Quartet,67PZTxaHKMZBFRUh8wIzCy,1965,11,8.073783333,Mi,0,0,0.323,0.492,-12.472,0.0407,0.799,0.00363,0.283,0.409,112.853
To nie grzech,Czerwono Czarni,4uznmzR82JgJXauib3Bztq,1965,3,2.737333333,Fa,0,0,0.795,0.446,-7.772,0.0505,0.631,0,0.0608,0.891,107.731
Nietoperz,Warsaw Stompers,1B39m1vC900kCq6AtVgz9k,1965,3,3.015333333,La(b),1,0,0.514,0.422,-10.327,0.104,0.138,0.00142,0.0952,0.808,100.144
Gdybym rannym słonkiem,Warsaw Stompers,1B39m1vC900kCq6AtVgz9k,1965,3,3.138,Sol,0,0,0.427,0.411,-9.139,0.0426,0.549,4.72E-06,0.346,0.823,118.549
The Flower of Hsin-Jang,Ming Flute Ensemble,49yQ4qbmpBk28B29OdXqrE,1965,5,5.404883333,Sol,1,0,0.526,0.387,-10.638,0.0321,0.119,2.80E-06,0.0939,0.552,118.137
Walczyk Warszawy,Irena Santor,0z300uEtGh3BdYBC3vpnPW,1965,2,4.436666667,La(b),1,0,0.366,0.275,-10.971,0.0404,0.825,0,0.188,0.303,76.149
I'll Never Let You Go,The Jokers,4MGKpqZobaP1gwS2l8VZQd,1965,12,2.337116667,Sol,1,0,0.494,0.445,-9.643,0.0337,0.436,0.000163,0.0967,0.594,121.34
Halo Warszawo!,Irena Santor,0z300uEtGh3BdYBC3vpnPW,1965,2,2.765783333,Si(b),1,0,0.511,0.368,-9.38,0.0383,0.844,0,0.401,0.725,85.679
Matura,Czerwone Gitary,4wck1fvaBpmJNFaeDT1Laa,1966,17,2.383333333,Re,1,0,0.743,0.651,-9.94,0.0319,0.249,4.79E-06,0.111,0.965,89.532
Przy kominku,Irena Santor,0z300uEtGh3BdYBC3vpnPW,1966,17,3.5565,La,1,0,0.397,0.248,-10.816,0.0396,0.784,0,0.377,0.39,114.675
Na całych jeziorach ty,Teresa Tutinas,4CbbgB4pcmCB1Kp9mY9Han,1966,16,3.537916667,Mi(b),0,0,0.307,0.347,-10.719,0.0335,0.637,0,0.28,0.243,97.109
Czumbalalajka,Halina Kunicka,3P3X1h7iMPeWgRylPIZYfi,1966,14,2.811883333,La,0,0,0.404,0.301,-12.034,0.107,0.784,0,0.0874,0.466,197.764
Mówiłam żartem,Iga Cembrzyńska,6EYxpiq4XkqqS2XngWlNj0,1966,12,3.880983333,Re(b),1,0,0.475,0.425,-8.838,0.0576,0.601,0,0.33,0.436,124.475
Dookoła noc się stała,Lucja Prus,72s4LrJWlGJqt5IzSNkDz1,1966,12,3.355633333,Re,1,0,0.386,0.19,-13.622,0.0345,0.964,0.000644,0.129,0.228,131.876
Jesienne róże,Irena Santor,0z300uEtGh3BdYBC3vpnPW,1966,11,3.309,Sol,1,0,0.342,0.224,-13.079,0.0341,0.662,2.86E-06,0.46,0.224,108.54
Mój pierwszy bal,Kalina Jedrusik,65bO3tuyLbFzSG8mcfyAXs,1966,10,3.20915,Re,0,0,0.463,0.132,-15.867,0.0433,0.95,0,0.107,0.462,79.791
Czy słyszysz co mówię,Czerwone Gitary,4wck1fvaBpmJNFaeDT1Laa,1966,9,3.0875,Re,1,0,0.524,0.324,-13.275,0.0329,0.135,1.74E-06,0.0804,0.354,115.311
Bo ty się boisz myszy,Czerwone Gitary,4wck1fvaBpmJNFaeDT1Laa,1966,9,2.011983333,Fa,1,0,0.585,0.622,-9.861,0.0379,0.0945,0,0.281,0.93,92.463
"Graj, piękny Cyganie",Irena Santor,0z300uEtGh3BdYBC3vpnPW,1966,9,3.148766667,Fa,0,0,0.319,0.315,-10.668,0.0349,0.91,0,0.314,0.376,114.97
Czy pani Marta jest grzechu warta,Irena Santor,0z300uEtGh3BdYBC3vpnPW,1966,9,3.461566667,Si(b),1,0,0.67,0.406,-12.182,0.0763,0.662,0,0.219,0.586,97.244
Pechowy chłopiec,Czerwone Gitary,4wck1fvaBpmJNFaeDT1Laa,1966,8,2.543683333,Mi,1,0,0.52,0.648,-9.146,0.0299,0.24,2.21E-06,0.859,0.805,93.653
Zabawa w Sielance,Barbara Rylska & Andrzej Zarnecki,7JaL0Y6CuA2ficc2fLJARY,1966,8,3.3825,Sol,1,0,0.545,0.483,-9.316,0.135,0.767,0,0.0726,0.689,131.997
Przeminęło z wiatrem,Irena Santor,0z300uEtGh3BdYBC3vpnPW,1966,8,3.28475,Fa,1,0,0.294,0.17,-11.945,0.032,0.905,0,0.182,0.194,80.767
Mały książę,Czerwono Czarni & Katarzyna Sobczyk & Henryk Fabian,4uznmzR82JgJXauib3Bztq,1966,8,3.750866667,Do,1,0,0.283,0.305,-13.206,0.033,0.608,1.49E-05,0.215,0.279,88.116
Słodkie fiołki,Sława Przybylska,0o7p9WUBNSwNwLXOi87H0y,1966,8,2.678866667,Do,1,0,0.629,0.45,-11.042,0.0681,0.788,0,0.299,0.657,115.746
To właśnie my,Czerwone Gitary,4wck1fvaBpmJNFaeDT1Laa,1966,7,2.720883333,Sol,1,0,0.555,0.789,-8.899,0.0454,0.174,0,0.321,0.812,145.178
Stand by Me,The Daughters Of Eve,4Fgj7fAOMYS3rMV4cUN2On,1966,28,2.152533333,La,1,0,0.467,0.577,-11.574,0.0337,0.189,0,0.371,0.916,136.379
Po prostu wyjedź w Bieszczady,Wojciech Młynarski,7v2laCPnrOb7G5W4oZj10b,1967,17,2.86245,Do,0,0,0.648,0.464,-9.12,0.121,0.59,0,0.099,0.815,135.859
Przyszła do mnie nostalgia,Piotr Szczepanik,7h53NTYbN0ZKVQaFDxIkEc,1967,17,2.52555,Do,1,0,0.296,0.391,-12.493,0.0324,0.622,0.000893,0.0896,0.478,173.531
Nie jestem sobą,Piotr Szczepanik,7h53NTYbN0ZKVQaFDxIkEc,1967,16,2.532216667,Fa,1,0,0.539,0.57,-12.212,0.0322,0.739,0.000146,0.0727,0.803,130.222
Chciałbym kiedyś,Piotr Szczepanik,7h53NTYbN0ZKVQaFDxIkEc,1967,16,2.588216667,Mi(b),0,0,0.537,0.216,-18.188,0.0461,0.686,9.20E-05,0.0911,0.318,74.836
Niedomówienia,Piotr Szczepanik,7h53NTYbN0ZKVQaFDxIkEc,1967,16,3.296,La,0,0,0.33,0.257,-15.248,0.0292,0.793,6.15E-06,0.152,0.229,157.002
Ballada o siedmiu nożach,Wojciech Młynarski,7v2laCPnrOb7G5W4oZj10b,1967,14,3.820666667,Fa,0,0,0.66,0.477,-8.109,0.0363,0.583,0,0.139,0.562,131.55
Lepiej nie pytaj,Piotr Szczepanik,7h53NTYbN0ZKVQaFDxIkEc,1967,15,3.706883333,La(b),1,0,0.469,0.435,-12.011,0.0285,0.662,0,0.149,0.397,99.961
Kartoflanka,Wojciech Młynarski,7v2laCPnrOb7G5W4oZj10b,1967,14,3.14355,Do,0,0,0.667,0.388,-10.958,0.492,0.824,0,0.0538,0.481,61.752
Ballada o trzech trubadurach,Wojciech Młynarski,7v2laCPnrOb7G5W4oZj10b,1967,14,3.186883333,Si(b),1,0,0.512,0.416,-8.306,0.0381,0.784,0,0.0836,0.531,135.15
Światowe życie,Wojciech Młynarski,7v2laCPnrOb7G5W4oZj10b,1967,14,2.79955,Mi(b),1,0,0.585,0.65,-7.706,0.0583,0.582,0,0.0989,0.81,72.796
"Dla ciebie, miły",Violetta Villas,5LkBYcUF2oRDRDwyuu9rlf,1967,14,3.503066667,Do,0,0,0.424,0.555,-8.394,0.0354,0.758,0,0.271,0.799,142.592
Nikt na świecie nie wie,Czerwone Gitary,4wck1fvaBpmJNFaeDT1Laa,1967,15,2.777083333,Si(b),0,0,0.634,0.513,-12.426,0.0292,0.646,0,0.141,0.953,91.619
Zanim zaśniesz,Piotr Szczepanik,7h53NTYbN0ZKVQaFDxIkEc,1967,15,3.23955,Do,1,0,0.16,0.382,-11.866,0.0322,0.739,1.48E-05,0.19,0.323,170.185
Trochę miejsca,Wojciech Młynarski,7v2laCPnrOb7G5W4oZj10b,1967,14,2.305333333,Do,1,0,0.568,0.783,-7.133,0.0703,0.806,0,0.298,0.617,135.006
Głogi,Piotr Szczepanik,7h53NTYbN0ZKVQaFDxIkEc,1967,15,3.396883333,Re,1,0,0.539,0.393,-13.064,0.0316,0.25,4.14E-06,0.395,0.526,127.241
Nie zabłądzisz,Piotr Szczepanik,7h53NTYbN0ZKVQaFDxIkEc,1967,14,2.65645,Si(b),1,0,0.326,0.32,-14.021,0.0281,0.682,0.00676,0.0671,0.359,90.963
Nie płacz już,Piotr Szczepanik,7h53NTYbN0ZKVQaFDxIkEc,1967,14,1.99155,Fa,0,0,0.437,0.333,-15.826,0.036,0.762,0.000529,0.105,0.344,79.078
Za długo to już trwało,Piotr Szczepanik,7h53NTYbN0ZKVQaFDxIkEc,1967,14,3.065333333,La(b),1,0,0.248,0.503,-9.86,0.0304,0.65,0.000692,0.153,0.339,95.096
Weź mnie ze sobą,Skaldowie & Hanna Konieczna,7rPv4DjafGL4EBCatx4t8U,1967,14,2.611583333,Do,1,0,0.719,0.463,-12.224,0.0365,0.558,0.0248,0.0776,0.784,132.332
Pójdę drogą w świat daleki,Piotr Szczepanik,7h53NTYbN0ZKVQaFDxIkEc,1967,14,3.180216667,Do,0,0,0.342,0.439,-13.282,0.0513,0.772,0,0.0784,0.577,68.961
"Uciekaj, uciekaj",Skaldowie,7rPv4DjafGL4EBCatx4t8U,1967,11,3.084,Sol,1,0,0.174,0.373,-12.068,0.0339,0.195,0.00054,0.179,0.216,64.959
Nieznajomi z różnych miast,Halina Kunicka,3P3X1h7iMPeWgRylPIZYfi,1967,9,2.834433333,Do,0,0,0.378,0.404,-8.603,0.0274,0.898,9.58E-06,0.106,0.191,98.95
Przed pierwszym balem,Czerwone Gitary,4wck1fvaBpmJNFaeDT1Laa,1967,9,2.5195,Re,1,0,0.651,0.515,-12.835,0.039,0.685,1.45E-05,0.116,0.876,118.775
Wędrowne gitary,Czerwone Gitary,4wck1fvaBpmJNFaeDT1Laa,1967,9,2.428616667,La,1,0,0.562,0.467,-12.072,0.0347,0.766,0,0.09,0.836,107.598
Jesteśmy na wczasach,Wojciech Młynarski,7v2laCPnrOb7G5W4oZj10b,1967,8,5.13045,Do,0,0,0.57,0.404,-11.266,0.341,0.741,0,0.178,0.555,74.265
Ballada o cysorzu,Tadeusz Chyla,3n53unSwAOvsvXJyHUPmMK,1967,8,3.357183333,Si,0,0,0.439,0.199,-14.924,0.062,0.87,0,0.163,0.367,133.82
Niedziela na Głównym,Wojciech Młynarski,7v2laCPnrOb7G5W4oZj10b,1967,7,2.67355,Fa,1,0,0.433,0.462,-12.337,0.218,0.812,0,0.0529,0.572,82.47
Miło wspomnieć,Irena Santor,0z300uEtGh3BdYBC3vpnPW,1967,8,4.978666667,Fa,0,0,0.26,0.246,-11.585,0.0407,0.946,1.59E-06,0.0785,0.131,80.933
"Och, ty w życiu",Wojciech Młynarski,7v2laCPnrOb7G5W4oZj10b,1967,7,3.91155,Do,1,0,0.572,0.594,-9.424,0.146,0.788,7.08E-05,0.226,0.572,79.817
Stracić kogoś,Czerwone Gitary,4wck1fvaBpmJNFaeDT1Laa,1967,7,3.103983333,Mi,0,0,0.487,0.298,-14.899,0.0282,0.596,0.000215,0.252,0.356,96.529
Cztery pory roku,Czerwone Gitary,4wck1fvaBpmJNFaeDT1Laa,1967,7,2.8137,Re,0,0,0.683,0.51,-13.4,0.0507,0.66,3.99E-06,0.327,0.844,129.832
Nie znalazłeś moich drzwi,Irena Santor,0z300uEtGh3BdYBC3vpnPW,1967,7,4.262,Re,0,0,0.301,0.295,-9.943,0.0378,0.844,0,0.0925,0.232,74.731
W co się bawić,Wojciech Młynarski,7v2laCPnrOb7G5W4oZj10b,1967,6,3.713116667,Do,1,0,0.478,0.275,-11.993,0.0724,0.739,0.000143,0.124,0.541,111.093
Gdy ktoś kogoś pokocha,Czerwone Gitary,4wck1fvaBpmJNFaeDT1Laa,1967,7,3.192166667,Sol,0,0,0.632,0.303,-14.1,0.0272,0.774,0.00217,0.102,0.404,104.859
Brownie,Novi Singers,6MYTh67wB2kwcyewyzhWEn,1967,10,3.57245,Sol,0,0,0.463,0.248,-14.012,0.0327,0.831,6.81E-05,0.0815,0.316,144.228
Tańczące orzechy,Novi Singers,6MYTh67wB2kwcyewyzhWEn,1967,10,2.044216667,Do,1,0,0.555,0.463,-11.966,0.0408,0.881,0.000717,0.102,0.747,121.945
Żorżyk,Wojciech Młynarski,7v2laCPnrOb7G5W4oZj10b,1967,6,3.53555,Fa,0,0,0.636,0.747,-9.087,0.234,0.62,1.06E-06,0.0702,0.763,121.025
Szukam tamtej wiosny,Czerwone Gitary,4wck1fvaBpmJNFaeDT1Laa,1967,6,2.4795,Do,0,0,0.51,0.333,-14.317,0.0441,0.809,0.00305,0.346,0.473,121.862
Polska miłość,Wojciech Młynarski,7v2laCPnrOb7G5W4oZj10b,1967,5,3.601333333,Re,0,0,0.537,0.383,-9.99,0.128,0.946,0,0.0765,0.404,135.557
Żniwna dziewczyna,Wojciech Młynarski,7v2laCPnrOb7G5W4oZj10b,1967,5,2.633116667,La,0,0,0.374,0.406,-13.241,0.0438,0.505,0.102,0.464,0.515,131.068
Marzen moich nie zna nikt,Violetta Villas,5LkBYcUF2oRDRDwyuu9rlf,1967,5,2.953916667,Fa,0,0,0.354,0.457,-7.776,0.032,0.803,1.61E-05,0.137,0.35,137.998
Uwierzyłam ci,Irena Santor,0z300uEtGh3BdYBC3vpnPW,1967,7,3.68355,Do,0,0,0.377,0.293,-9.282,0.0328,0.793,0,0.0951,0.186,97.772
Żółty słoń,Novi Singers,6MYTh67wB2kwcyewyzhWEn,1967,8,3.020216667,Mi,0,0,0.59,0.411,-12.143,0.0426,0.919,7.40E-06,0.111,0.661,124.613
Cichy wieczór,Novi Singers,6MYTh67wB2kwcyewyzhWEn,1967,7,2.77155,Do,1,0,0.353,0.246,-14.947,0.0303,0.949,0.0399,0.278,0.382,95
Nocne tramwaje,Skaldowie,7rPv4DjafGL4EBCatx4t8U,1967,5,3.1889,Sol(b),1,0,0.397,0.217,-14.735,0.0315,0.737,0.0111,0.0983,0.313,102.703
Siedemnaście milionów,Czerwono Czarni,4uznmzR82JgJXauib3Bztq,1967,5,2.763266667,Do,1,0,0.443,0.541,-10.686,0.0639,0.633,0,0.248,0.736,101.105
Nie umiałem tak ładnie,Wojciech Młynarski,7v2laCPnrOb7G5W4oZj10b,1967,5,3.152216667,Mi(b),1,0,0.409,0.419,-10.611,0.0365,0.79,0.000638,0.115,0.469,114.08
Przestań wodzić mnie za nos,Czerwone Gitary,4wck1fvaBpmJNFaeDT1Laa,1967,5,1.98765,Sol,1,0,0.571,0.548,-12.545,0.0431,0.788,0.000195,0.0961,0.752,89.873
Jutro odnajdę ciebie,Skaldowie,7rPv4DjafGL4EBCatx4t8U,1967,5,2.873783333,Re(b),1,0,0.3,0.373,-11.022,0.032,0.441,0,0.0617,0.326,134.576
Sen psa,Tadeusz Chyla,3n53unSwAOvsvXJyHUPmMK,1967,4,3.241233333,Mi,0,0,0.408,0.0535,-16.933,0.0744,0.962,3.44E-06,0.218,0.387,175.852
Z obłoków na ziemię,Czerwone Gitary,4wck1fvaBpmJNFaeDT1Laa,1967,5,2.268816667,Fa,1,0,0.624,0.697,-12.29,0.0394,0.678,0,0.452,0.817,128.752
Skrzypek z Kawiarni róż,Katarzyna Sobczyk & Czerwono Czarni,4BpI2cqx4jw4DO8QfezanF,1967,5,2.296666667,La,0,0,0.385,0.249,-11.899,0.0527,0.471,0,0.13,0.529,104.108
Jestem malarzem nieszczęśliwym,Czerwone Gitary,4wck1fvaBpmJNFaeDT1Laa,1967,5,2.117316667,Do,1,0,0.776,0.592,-13.155,0.039,0.552,0,0.0742,0.965,117.015
Ballada o mumiach,Tadeusz Chyla,3n53unSwAOvsvXJyHUPmMK,1967,4,2.378833333,Fa,1,0,0.429,0.301,-13.814,0.0556,0.769,0,0.0774,0.42,114.635
Spis,Tadeusz Chyla,3n53unSwAOvsvXJyHUPmMK,1967,4,1.912516667,La,1,0,0.508,0.137,-15.999,0.0748,0.87,1.93E-06,0.0839,0.53,144.613
"Ktoś, kogo nie znasz",Czerwone Gitary,4wck1fvaBpmJNFaeDT1Laa,1967,5,3.1306,Fa,1,0,0.537,0.184,-15.193,0.0289,0.818,2.48E-06,0.112,0.247,87.987
Port bez mew,Violetta Villas,5LkBYcUF2oRDRDwyuu9rlf,1967,4,2.77705,Si(b),0,0,0.372,0.516,-7.363,0.0325,0.666,8.12E-06,0.159,0.373,133.323
